symbol,timestamp,close,endTime,startTime,chartPrevClose,interval,range
EURUSD=X,1663542000,0.9691,,,1.0714,1wk,1y
EURUSD=X,1664146800,0.9805,,,1.0714,1wk,1y
EURUSD=X,1664751600,0.974,,,1.0714,1wk,1y
EURUSD=X,1665356400,0.9725,,,1.0714,1wk,1y
EURUSD=X,1665961200,0.9863,,,1.0714,1wk,1y
EURUSD=X,1666566000,0.9966,,,1.0714,1wk,1y
EURUSD=X,1667174400,0.9985,,,1.0714,1wk,1y
EURUSD=X,1667779200,1.0375,,,1.0714,1wk,1y
EURUSD=X,1668384000,1.0347,,,1.0714,1wk,1y
EURUSD=X,1668988800,1.0416,,,1.0714,1wk,1y
EURUSD=X,1669593600,1.0539,,,1.0714,1wk,1y
EURUSD=X,1670198400,1.0549,,,1.0714,1wk,1y
EURUSD=X,1670803200,1.0601,,,1.0714,1wk,1y
EURUSD=X,1671408000,1.0668,,,1.0714,1wk,1y
EURUSD=X,1672012800,1.0728,,,1.0714,1wk,1y
EURUSD=X,1672617600,1.0666,,,1.0714,1wk,1y
EURUSD=X,1673222400,1.085,,,1.0714,1wk,1y
EURUSD=X,1673827200,1.0879,,,1.0714,1wk,1y
EURUSD=X,1674432000,1.0874,,,1.0714,1wk,1y
EURUSD=X,1675036800,1.083,,,1.0714,1wk,1y
EURUSD=X,1675641600,1.0703,,,1.0714,1wk,1y
EURUSD=X,1676246400,1.0722,,,1.0714,1wk,1y
EURUSD=X,1676851200,1.0586,,,1.0714,1wk,1y
EURUSD=X,1677456000,1.0652,,,1.0714,1wk,1y
EURUSD=X,1678060800,1.0659,,,1.0714,1wk,1y
EURUSD=X,1678665600,1.0754,,,1.0714,1wk,1y
EURUSD=X,1679270400,1.0783,,,1.0714,1wk,1y
EURUSD=X,1679871600,1.0872,,,1.0714,1wk,1y
EURUSD=X,1680476400,1.0997,,,1.0714,1wk,1y
EURUSD=X,1681081200,1.1105,,,1.0714,1wk,1y
EURUSD=X,1681686000,1.1099,,,1.0714,1wk,1y
EURUSD=X,1682290800,1.1059,,,1.0714,1wk,1y
EURUSD=X,1682506122,1.1061,,,1.0714,1wk,1y
GBPCAD=X,1650841200,1.6155,,,1.6224,1wk,1y
GBPCAD=X,1651446000,1.591,,,1.6224,1wk,1y
GBPCAD=X,1652050800,1.5819,,,1.6224,1wk,1y
GBPCAD=X,1652655600,1.6017,,,1.6224,1wk,1y
GBPCAD=X,1653260400,1.6087,,,1.6224,1wk,1y
GBPCAD=X,1653865200,1.5795,,,1.6224,1wk,1y
GBPCAD=X,1654470000,1.5729,,,1.6224,1wk,1y
GBPCAD=X,1655074800,1.5983,,,1.6224,1wk,1y
GBPCAD=X,1655679600,1.5817,,,1.6224,1wk,1y
GBPCAD=X,1656284400,1.5576,,,1.6224,1wk,1y
GBPCAD=X,1656889200,1.5573,,,1.6224,1wk,1y
GBPCAD=X,1657494000,1.5463,,,1.6224,1wk,1y
GBPCAD=X,1658098800,1.5488,,,1.6224,1wk,1y
GBPCAD=X,1658703600,1.5596,,,1.6224,1wk,1y
GBPCAD=X,1659308400,1.5622,,,1.6224,1wk,1y
GBPCAD=X,1659913200,1.5511,,,1.6224,1wk,1y
GBPCAD=X,1660518000,1.5375,,,1.6224,1wk,1y
GBPCAD=X,1661122800,1.5347,,,1.6224,1wk,1y
GBPCAD=X,1661727600,1.5122,,,1.6224,1wk,1y
GBPCAD=X,1662332400,1.4935,,,1.6224,1wk,1y
GBPCAD=X,1662937200,1.5185,,,1.6224,1wk,1y
GBPCAD=X,1663542000,1.4906,,,1.6224,1wk,1y
GBPCAD=X,1664146800,1.5478,,,1.6224,1wk,1y
GBPCAD=X,1664751600,1.5296,,,1.6224,1wk,1y
GBPCAD=X,1665356400,1.5589,,,1.6224,1wk,1y
GBPCAD=X,1665961200,1.5343,,,1.6224,1wk,1y
GBPCAD=X,1666566000,1.578,,,1.6224,1wk,1y
GBPCAD=X,1667174400,1.5325,,,1.6224,1wk,1y
GBPCAD=X,1667779200,1.5678,,,1.6224,1wk,1y
GBPCAD=X,1668384000,1.5861,,,1.6224,1wk,1y
GBPCAD=X,1668988800,1.6121,,,1.6224,1wk,1y
GBPCAD=X,1669593600,1.6523,,,1.6224,1wk,1y
GBPCAD=X,1670198400,1.6693,,,1.6224,1wk,1y
GBPCAD=X,1670803200,1.6599,,,1.6224,1wk,1y
GBPCAD=X,1671408000,1.6307,,,1.6224,1wk,1y
GBPCAD=X,1672012800,1.6283,,,1.6224,1wk,1y
GBPCAD=X,1672617600,1.6254,,,1.6224,1wk,1y
GBPCAD=X,1673222400,1.6347,,,1.6224,1wk,1y
GBPCAD=X,1673827200,1.6532,,,1.6224,1wk,1y
GBPCAD=X,1674432000,1.6469,,,1.6224,1wk,1y
GBPCAD=X,1675036800,1.6229,,,1.6224,1wk,1y
GBPCAD=X,1675641600,1.6059,,,1.6224,1wk,1y
GBPCAD=X,1676246400,1.6181,,,1.6224,1wk,1y
GBPCAD=X,1676851200,1.6266,,,1.6224,1wk,1y
GBPCAD=X,1677456000,1.6326,,,1.6224,1wk,1y
GBPCAD=X,1678060800,1.6611,,,1.6224,1wk,1y
GBPCAD=X,1678665600,1.6714,,,1.6224,1wk,1y
GBPCAD=X,1679270400,1.676,,,1.6224,1wk,1y
GBPCAD=X,1679871600,1.6635,,,1.6224,1wk,1y
GBPCAD=X,1680476400,1.6637,,,1.6224,1wk,1y
GBPCAD=X,1681081200,1.6408,,,1.6224,1wk,1y
